최저운고(m),기온(0.1c),이슬점온도(0.1c),해면기압 QFF (0.1hPa),현지기압 QFE (0.1hPa),강수량 (0.1mm),2분 평균풍속 (0.1m/s),2분 최대풍속 (0.1m/s),10분 평균풍향 (degree),10분 최우풍향: 평균풍향을 기준으로 시계방향으로 스캔하여 첫번째 값 (degree),10분 평균풍속 (0.1m/s),10분 최대풍속 (0.1m/s)
7.438971592395862,4.6913478822291435,4.406719247264253,9.222861652529854,9.219894584780995,3.091042453358316,4.948759890378168,5.198497031265826,4.51085950651685,4.709530201312334,4.912654885736052,5.198497031265826
10.12667110305036,5.579729825986222,5.5254529391317835,9.221181395154058,9.218407743053941,0.0,2.5649493574615367,2.833213344056216,5.484796933490655,5.602118820879701,2.0794415416798357,2.833213344056216
10.12667110305036,5.575949103146316,5.429345628954441,9.224933374279082,9.222170123729759,0.0,2.9444389791664403,3.044522437723423,5.017279836814924,5.198497031265826,2.772588722239781,3.332204510175204
8.131824785007195,4.356708826689592,2.833213344056216,9.23327534325868,9.23024103368252,0.0,2.5649493574615367,3.4657359027997265,5.198497031265826,5.564520407322694,2.6390573296152584,3.4657359027997265
8.071218539969863,4.997212273764115,4.330733340286331,9.232688775639945,9.229750765496005,0.0,2.772588722239781,3.1780538303479458,5.739792912179234,5.8888779583328805,3.1354942159291497,3.828641396489095
8.294299608857235,5.313205979041787,4.890349128221754,9.232688775639945,9.229848838364227,0.0,3.828641396489095,4.04305126783455,4.875197323201151,4.948759890378168,3.8066624897703196,4.110873864173311
9.898525260706313,4.941642422609304,4.6913478822291435,9.229358377811945,9.226410552153677,0.0,2.772588722239781,2.833213344056216,5.25227342804663,5.303304908059076,2.70805020110221,2.833213344056216
10.12667110305036,5.786897381366708,5.442417710521793,9.215029361462314,9.212338374638856,0.0,4.02535169073515,4.51085950651685,4.110873864173311,4.51085950651685,4.189654742026425,4.564348191467836
9.65509029374725,5.049856007249537,4.634728988229636,9.220191688026556,9.217315985712608,0.0,3.871201010907891,4.1588830833596715,3.9318256327243257,4.394449154672439,3.8501476017100584,4.219507705176107
8.853808274977197,5.37989735354046,5.187385805840755,9.226705726062447,9.223848722000975,0.0,1.9459101490553132,2.3978952727983707,5.442417710521793,5.564520407322694,1.791759469228055,2.3978952727983707
9.674137279312397,5.429345628954441,5.332718793265369,9.224046019032295,9.221181395154058,0.0,3.58351893845611,3.8501476017100584,4.61512051684126,4.795790545596741,3.4965075614664802,3.8501476017100584
7.741099090035366,5.556828061699537,5.236441962829949,9.224341891611996,9.221478116386638,0.0,3.5553480614894135,3.912023005428146,5.8888779583328805,5.8888779583328805,3.5263605246161616,4.143134726391533
10.12667110305036,5.170483995038151,4.990432586778736,9.22029070282935,9.217415285648144,0.0,3.2188758248682006,3.295836866004329,5.081404364984463,5.14166355650266,3.044522437723423,3.295836866004329
9.105090961257085,5.598421958998375,5.484796933490655,9.218705288307811,9.215924750270084,0.0,3.091042453358316,3.295836866004329,4.61512051684126,4.795790545596741,3.332204510175204,3.6375861597263857
10.12667110305036,4.969813299576001,4.343805421853684,9.228474942171665,9.225524507301223,0.0,3.5553480614894135,3.784189633918261,5.303304908059076,5.351858133476067,3.4965075614664802,3.8066624897703196
10.12667110305036,5.0689042022202315,3.9318256327243257,9.225524507301223,9.222565341598752,0.0,4.543294782270004,4.927253685157205,5.707110264748875,5.802118375377063,4.6443908991413725,5.214935757608986
10.12667110305036,5.572154032177765,5.384495062789089,9.2237500588861,9.220983532074662,0.0,3.258096538021482,3.332204510175204,5.14166355650266,5.25227342804663,3.091042453358316,3.332204510175204
8.03947991910045,5.303304908059076,4.919980925828125,9.227394126542011,9.224539091375995,0.0,3.1354942159291497,3.4965075614664802,5.860786223465865,5.8888779583328805,3.295836866004329,3.9512437185814275
10.12667110305036,5.54907608489522,5.241747015059643,9.22029070282935,9.217514575724183,0.0,3.1354942159291497,3.2188758248682006,5.14166355650266,5.198497031265826,3.1780538303479458,3.4339872044851463
8.366602832783736,4.48863636973214,3.295836866004329,9.229554590899987,9.226410552153677,0.0,3.4965075614664802,3.7612001156935624,5.484796933490655,5.5254529391317835,3.4657359027997265,3.871201010907891
8.412054873292933,5.389071729816501,5.308267697401205,9.226410552153677,9.223552703448318,0.6931471805599453,2.0794415416798357,2.6390573296152584,5.739792912179234,5.8888779583328805,1.791759469228055,2.70805020110221
8.160803920954665,4.48863636973214,3.295836866004329,9.229456489168413,9.226410552153677,0.0,3.4965075614664802,3.871201010907891,5.442417710521793,5.564520407322694,3.5263605246161616,4.0943445622221
8.03947991910045,3.4011973816621555,-3.7612001156935624,9.23815007261545,9.234935418831563,0.0,3.4965075614664802,3.8918202981106265,5.8888779583328805,5.8888779583328805,2.8903717578961645,3.8918202981106265
7.824445930877619,5.459585514144159,5.176149732573829,9.229848838364227,9.227099155791137,0.0,4.07753744390572,4.2626798770413155,4.110873864173311,4.2626798770413155,4.0943445622221,4.418840607796598
8.160803920954665,4.060443010546419,-3.295836866004329,9.235910648087712,9.232786560806012,0.0,4.02535169073515,4.574710978503383,5.802118375377063,5.8888779583328805,4.110873864173311,4.762173934797756
10.12667110305036,5.673323267171493,5.327876168789581,9.22078562983772,9.218110109240543,0.0,3.4965075614664802,3.7612001156935624,5.831882477283517,5.8888779583328805,3.332204510175204,3.7612001156935624
9.942756341456828,5.41610040220442,5.272999558563747,9.231906149890744,9.228965836099349,0.0,3.8501476017100584,4.143134726391533,4.61512051684126,4.795790545596741,3.8066624897703196,4.189654742026425
8.45553053102413,5.683579767338681,5.53338948872752,9.219597393238859,9.216819338073892,2.4849066497880004,3.367295829986474,3.6635616461296463,5.14166355650266,5.351858133476067,3.367295829986474,3.9512437185814275
